age,workclass,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hrs_per_week,country,income
24, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc,11, Separated, Tech-support, Unmarried, White, Female,0,0,20, United-States, <=50K
36, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,1669,45, United-States, <=50K
48, NA, Assoc-acdm,12, Divorced, NA, Not-in-family, White, Female,14084,0,40, United-States, >50K
34, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,10, United-States, <=50K
31, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters,14, Divorced, Sales, Unmarried, White, Male,0,0,5, United-States, >50K
48, Private, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Prof-school,15, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,56, United-States, <=50K
57, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Iran, <=50K
31, Private, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
61, Private, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,2339,40, United-States, <=50K
40, Private, HS-grad,9, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad,9, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
36, Private, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
58, State-gov, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,32, United-States, <=50K
24, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, Some-college,10, Never-married, Other-service, Unmarried, White, Female,0,0,50, United-States, <=50K
74, Self-emp-not-inc, Prof-school,15, Divorced, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
64, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, France, <=50K
29, Private, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,50, United-States, <=50K
28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
18, Private, 12th,8, Never-married, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
23, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Mexico, <=50K
41, NA, 5th-6th,3, Married-civ-spouse, NA, Husband, Other, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
25, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
39, Private, 7th-8th,4, Married-spouse-absent, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
29, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
38, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,56, United-States, <=50K
24, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,2174,0,45, United-States, <=50K
39, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
45, NA, HS-grad,9, Divorced, NA, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, 10th,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, 7th-8th,4, Never-married, Other-service, Other-relative, White, Female,0,0,60, United-States, <=50K
44, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, 7th-8th,4, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male,0,0,50, Dominican-Republic, <=50K
23, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Female,0,1594,20, United-States, <=50K
26, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, Assoc-voc,11, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
79, Local-gov, Doctorate,16, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
62, NA, Some-college,10, Married-civ-spouse, NA, Husband, Black, Male,0,0,35, United-States, >50K
56, Private, 10th,6, Separated, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
24, Private, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, United-States, <=50K
60, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
50, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
67, Private, 1st-4th,2, Widowed, Machine-op-inspct, Not-in-family, White, Female,2062,0,34, Ecuador, <=50K
22, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Local-gov, Bachelors,13, Separated, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
46, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
34, Local-gov, Masters,14, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
32, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, NA, <=50K
27, State-gov, Some-college,10, Separated, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
59, Private, HS-grad,9, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1848,50, United-States, >50K
37, Private, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Female,14084,0,35, United-States, >50K
56, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,1980,40, United-States, <=50K
34, Self-emp-inc, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,62, United-States, >50K
43, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2002,55, United-States, <=50K
45, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, United-States, <=50K
33, Local-gov, Bachelors,13, Never-married, Tech-support, Not-in-family, Black, Male,0,1564,52, United-States, >50K
36, NA, HS-grad,9, Married-civ-spouse, NA, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,3942,0,40, United-States, <=50K
31, Local-gov, HS-grad,9, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, 9th,5, Married-civ-spouse, Craft-repair, Husband, White, Male,2580,0,40, United-States, <=50K
59, NA, 10th,6, Divorced, NA, Not-in-family, White, Female,0,0,40, England, <=50K
56, Private, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
22, NA, Some-college,10, Never-married, NA, Own-child, White, Female,0,0,40, Italy, <=50K
17, Federal-gov, 11th,7, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1602,40, United-States, <=50K
18, NA, Some-college,10, Never-married, NA, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
44, Private, Some-college,10, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,58, United-States, >50K
20, Private, Some-college,10, Never-married, Transport-moving, Own-child, White, Female,0,0,17, United-States, <=50K
26, Private, HS-grad,9, Never-married, Priv-house-serv, Other-relative, White, Female,0,1602,15, Mexico, <=50K
27, Private, Some-college,10, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
61, Private, Some-college,10, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,60, United-States, >50K
23, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,75, United-States, >50K
23, Private, HS-grad,9, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,1, Vietnam, <=50K
46, Private, Prof-school,15, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
33, Private, 12th,8, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
32, Private, HS-grad,9, Divorced, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
42, NA, Some-college,10, Divorced, NA, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college,10, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
59, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
64, NA, Some-college,10, Married-civ-spouse, NA, Husband, White, Male,0,0,20, United-States, <=50K
26, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,4416,0,40, United-States, <=50K
38, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
44, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,38, United-States, <=50K
47, Private, 11th,7, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
49, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
45, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, United-States, >50K
34, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,53, United-States, <=50K
26, State-gov, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, 7th-8th,4, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, State-gov, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, NA, >50K
29, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
51, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, United-States, <=50K
55, Private, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,65, United-States, <=50K
47, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
53, Private, HS-grad,9, Widowed, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
47, Self-emp-not-inc, Bachelors,13, Widowed, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,60, Thailand, <=50K
49, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,45, United-States, >50K
41, Self-emp-inc, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
45, Private, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
28, Private, Assoc-voc,11, Married-civ-spouse, Other-service, Other-relative, White, Female,3137,0,40, United-States, <=50K
46, Private, Bachelors,13, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad,9, Divorced, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
46, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
23, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
